id,dwelling,zone,hhSize,autos
4550,4550,2188,1,1
4551,4551,42,1,1
4552,4552,3363,1,1
4553,4553,2219,1,1
4554,4554,697,1,1
4555,4555,1135,1,1
4556,4556,2771,1,1
4557,4557,1872,1,1
4558,4558,1481,1,1
4559,4559,2317,1,1
4560,4560,332,1,1
4561,4561,3295,1,1
4562,4562,578,1,1
4563,4563,2074,1,1
4564,4564,1649,1,1
4565,4565,1399,1,1
4566,4566,1602,1,1
4567,4567,2835,1,1
4568,4568,1763,1,1
4569,4569,3405,1,1
4570,4570,1114,1,1
4571,4571,2138,1,1
4572,4572,1646,1,1
4573,4573,3305,1,1
4574,4574,1306,1,1
4575,4575,2218,1,1
4576,4576,449,1,1
4577,4577,1371,1,1
4578,4578,1469,1,1
4579,4579,1526,1,1
4580,4580,1313,1,1
4581,4581,2652,1,1
4582,4582,1,1,1
4583,4583,487,1,1
4584,4584,1857,1,1
4585,4585,1170,1,1
4586,4586,1925,1,1
4587,4587,2664,1,1
4588,4588,237,1,1
4589,4589,1481,1,1
4590,4590,2691,1,1
4591,4591,52,1,1
4592,4592,3257,1,1
4593,4593,3486,1,1
4594,4594,1221,1,1
4595,4595,795,1,1
4596,4596,1210,1,1
4597,4597,3481,1,1
4598,4598,1499,1,1
4599,4599,2278,1,1
4600,4600,48,1,1
4601,4601,3214,1,1
4602,4602,2312,1,1
4603,4603,1129,1,1
4604,4604,2147,1,1
4605,4605,2345,1,1
4606,4606,1091,1,1
4607,4607,967,1,1
4608,4608,1408,1,1
4609,4609,1268,1,1
4610,4610,1857,1,1
4611,4611,2710,1,1
4612,4612,3134,1,1
4613,4613,3127,1,1
4614,4614,1036,1,1
4615,4615,3145,1,1
4616,4616,2083,1,1
4617,4617,1610,1,1
4618,4618,1122,1,1
4619,4619,2059,1,1
4620,4620,1153,1,1
4621,4621,2066,1,1
4622,4622,1388,1,1
4623,4623,2885,1,1
4624,4624,2531,1,1
4625,4625,257,1,1
4626,4626,1366,1,1
4627,4627,2855,1,1
4628,4628,1917,1,1
4629,4629,162,1,1
4630,4630,562,1,1
4631,4631,2313,1,1
4632,4632,439,1,1
4633,4633,2726,1,1
4634,4634,2901,1,1
4635,4635,2541,1,1
4636,4636,2071,1,1
4637,4637,161,1,1
4638,4638,1313,1,1
4639,4639,502,1,1
4640,4640,1081,1,1
4641,4641,3276,1,1
4642,4642,601,1,1
4643,4643,530,1,1
4644,4644,2604,1,1
4645,4645,590,1,1
4646,4646,1082,1,1
4647,4647,2885,1,1
4648,4648,2895,1,1
4649,4649,1423,1,1
4650,4650,2404,1,1
4651,4651,211,1,1
4652,4652,302,1,1
4653,4653,2093,1,1
4654,4654,25,1,1
4655,4655,393,1,1
4656,4656,580,1,1
4657,4657,1211,1,1
4658,4658,1366,1,1
4659,4659,1037,1,1
4660,4660,1963,1,1
4661,4661,2081,1,1
4662,4662,2461,1,1
4663,4663,3315,1,1
4664,4664,754,1,1
4665,4665,2369,1,1
4666,4666,2234,1,1
4667,4667,404,1,1
4668,4668,2070,1,1
4669,4669,200,1,1
4670,4670,1806,1,1
4671,4671,164,1,1
4672,4672,872,1,1
4673,4673,1344,1,1
4674,4674,253,1,1
4675,4675,836,1,1
4676,4676,2039,1,1
4677,4677,546,1,1
4678,4678,127,1,1
4679,4679,1143,1,1
4680,4680,1467,1,1
4681,4681,1213,1,1
4682,4682,2028,1,1
4683,4683,1906,1,1
4684,4684,2673,1,1
4685,4685,2441,1,1
4686,4686,1610,1,1
4687,4687,1068,1,1
4688,4688,3437,1,1
4689,4689,1899,1,1
4690,4690,1048,1,1
4691,4691,3267,1,1
4692,4692,287,1,1
4693,4693,2694,1,1
4694,4694,1796,1,1
4695,4695,1861,1,1
4696,4696,2491,1,1
4697,4697,3371,1,1
4698,4698,145,1,1
4699,4699,2903,1,1
4700,4700,2393,1,1
4701,4701,3434,1,1
4702,4702,2056,1,1
4703,4703,2216,1,1
4704,4704,3312,1,1
4705,4705,80,1,1
4706,4706,3317,1,1
4707,4707,95,1,1
4708,4708,822,1,1
4709,4709,33,1,1
4710,4710,3227,1,1
4711,4711,602,1,1
4712,4712,2085,1,1
4713,4713,1791,1,1
4714,4714,2640,1,1
4715,4715,223,1,1
4716,4716,1705,1,1
4717,4717,550,1,1
4718,4718,922,1,1
4719,4719,1453,1,1
4720,4720,1547,1,1
4721,4721,3200,1,1
4722,4722,2232,1,1
4723,4723,1756,1,1
4724,4724,298,1,1
4725,4725,357,1,1
4726,4726,1253,1,1
4727,4727,1586,1,1
4728,4728,604,1,1
4729,4729,2611,1,1
4730,4730,60,1,1
4731,4731,2450,1,1
4732,4732,459,1,1
4733,4733,2143,1,1
4734,4734,3195,1,1
4735,4735,847,1,1
4736,4736,1347,1,1
4737,4737,276,1,1
4738,4738,450,1,1
4739,4739,1527,1,1
4740,4740,3185,1,1
4741,4741,469,1,1
4742,4742,1953,1,1
4743,4743,3114,1,1
4744,4744,3406,1,1
4745,4745,1239,1,1
4746,4746,146,1,1
4747,4747,3354,1,1
4748,4748,2939,1,1
4749,4749,801,1,1
4750,4750,978,1,1
4751,4751,828,1,1
4752,4752,3028,1,1
4753,4753,3043,1,1
4754,4754,802,1,1
4755,4755,3224,1,1
4756,4756,2067,1,1
4757,4757,2139,1,1
4758,4758,26,1,1
4759,4759,2159,1,1
4760,4760,142,1,1
4761,4761,2606,1,1
4762,4762,1761,1,1
4763,4763,1938,1,1
4764,4764,1157,1,1
4765,4765,200,1,1
4766,4766,93,1,1
4767,4767,3064,1,1
4768,4768,447,1,1
4769,4769,1575,1,1
4770,4770,3034,1,1
4771,4771,404,1,1
4772,4772,805,1,1
4773,4773,1886,1,1
4774,4774,2450,1,1
4775,4775,2905,1,1
4776,4776,1634,1,1
4777,4777,1563,1,1
4778,4778,389,1,1
4779,4779,1374,1,1
4780,4780,3478,1,1
4781,4781,361,1,1
4782,4782,3106,1,1
4783,4783,2874,1,1
4784,4784,1813,1,1
4785,4785,680,1,1
4786,4786,1250,1,1
4787,4787,2791,1,1
4788,4788,2678,1,1
4789,4789,2739,1,1
4790,4790,991,1,1
4791,4791,3079,1,1
4792,4792,789,1,1
4793,4793,2856,1,1
4794,4794,586,1,1
4795,4795,857,1,1
4796,4796,2014,1,1
4797,4797,1676,1,1
4798,4798,79,1,1
4799,4799,660,1,1
4800,4800,718,1,1
4801,4801,2610,1,1
4802,4802,3403,1,1
4803,4803,1046,1,1
4804,4804,3125,1,1
4805,4805,3266,1,1
4806,4806,2477,1,1
4807,4807,604,1,1
4808,4808,2617,1,1
4809,4809,2452,1,1
4810,4810,780,1,1
4811,4811,689,1,1
4812,4812,2002,1,1
4813,4813,1010,1,1
4814,4814,2881,1,1
4815,4815,735,1,1
4816,4816,3258,1,1
4817,4817,1603,1,1
4818,4818,2056,1,1
4819,4819,2477,1,1
4820,4820,940,1,1
4821,4821,3325,1,1
4822,4822,1258,1,1
4823,4823,259,1,1
4824,4824,2385,1,1
4825,4825,3493,1,1
4826,4826,322,1,1
4827,4827,2504,1,1
4828,4828,163,1,1
4829,4829,2396,1,1
4830,4830,284,1,1
4831,4831,1218,1,1
4832,4832,2182,1,1
4833,4833,3061,1,1
4834,4834,1468,1,1
4835,4835,337,1,1
4836,4836,497,1,1
4837,4837,2059,1,1
4838,4838,27,1,1
4839,4839,2741,1,1
4840,4840,1239,1,1
4841,4841,2829,1,1
4842,4842,530,1,1
4843,4843,986,1,1
4844,4844,1576,1,1
4845,4845,25,1,1
4846,4846,156,1,1
4847,4847,3174,1,1
4848,4848,2978,1,1
4849,4849,867,1,1
4850,4850,2873,1,1
4851,4851,2134,1,1
4852,4852,1452,1,1
4853,4853,2253,1,1
4854,4854,3068,1,1
4855,4855,1115,1,1
4856,4856,878,1,1
4857,4857,1461,1,1
4858,4858,545,1,1
4859,4859,2812,1,1
4860,4860,199,1,1
4861,4861,2310,1,1
4862,4862,1430,1,1
4863,4863,3284,1,1
4864,4864,2596,1,1
4865,4865,1756,1,1
4866,4866,3369,1,1
4867,4867,2937,1,1
4868,4868,2958,1,1
4869,4869,2432,1,1
4870,4870,2760,1,1
4871,4871,336,1,1
4872,4872,192,1,1
4873,4873,1132,1,1
4874,4874,3052,1,1
4875,4875,2309,1,1
4876,4876,1579,1,1
4877,4877,3353,1,1
4878,4878,1614,1,1
4879,4879,520,1,1
4880,4880,1679,1,1
4881,4881,1021,1,1
4882,4882,2691,1,1
4883,4883,654,1,1
4884,4884,2039,1,1
4885,4885,1964,1,1
4886,4886,3164,1,1
4887,4887,1790,1,1
4888,4888,808,1,1
4889,4889,2955,1,1
4890,4890,220,1,1
4891,4891,447,1,1
4892,4892,38,1,1
4893,4893,672,1,1
4894,4894,2578,1,1
4895,4895,682,1,1
4896,4896,1,1,1
4897,4897,103,1,1
4898,4898,922,1,1
4899,4899,1310,1,1
4900,4900,1595,1,1
4901,4901,485,1,1
4902,4902,3363,1,1
4903,4903,116,1,1
4904,4904,1248,1,1
4905,4905,1315,1,1
4906,4906,3463,1,1
4907,4907,994,1,1
4908,4908,1823,1,1
4909,4909,1294,1,1
4910,4910,1752,1,1
4911,4911,2164,1,1
4912,4912,1596,1,1
4913,4913,1717,1,1
4914,4914,3076,1,1
4915,4915,1477,1,1
4916,4916,2296,1,1
4917,4917,1853,1,1
4918,4918,3068,1,1
4919,4919,2096,1,1
4920,4920,1091,1,1
4921,4921,120,1,1
4922,4922,901,1,1
4923,4923,1506,1,1
4924,4924,3297,1,1
4925,4925,3233,1,1
4926,4926,2144,1,1
4927,4927,1197,1,1
4928,4928,1795,1,1
4929,4929,433,1,1
4930,4930,84,1,1
4931,4931,1356,1,1
4932,4932,2445,1,1
4933,4933,335,1,1
4934,4934,1901,1,1
4935,4935,786,1,1
4936,4936,1763,1,1
4937,4937,2915,1,1
4938,4938,332,1,1
4939,4939,961,1,1
4940,4940,1181,1,1
4941,4941,2508,1,1
4942,4942,1702,1,1
4943,4943,1831,1,1
4944,4944,3356,1,1
4945,4945,2743,1,1
4946,4946,2563,1,1
4947,4947,191,1,1
4948,4948,983,1,1
4949,4949,2876,1,1
4950,4950,3221,1,1
4951,4951,3494,1,1
4952,4952,3114,1,1
4953,4953,616,1,1
4954,4954,278,1,1
4955,4955,158,1,1
4956,4956,1539,1,1
4957,4957,1926,1,1
4958,4958,1527,1,1
4959,4959,2401,1,1
4960,4960,2703,1,1
4961,4961,1343,1,1
4962,4962,1361,1,1
4963,4963,1507,1,1
4964,4964,87,1,1
4965,4965,1949,1,1
4966,4966,2214,1,1
4967,4967,1765,1,1
4968,4968,476,1,1
4969,4969,3079,1,1
4970,4970,1306,1,1
4971,4971,3186,1,1
4972,4972,1972,1,1
4973,4973,1400,1,1
4974,4974,3072,1,1
4975,4975,1160,1,1
4976,4976,1865,1,1
4977,4977,1443,1,1
4978,4978,200,1,1
4979,4979,840,1,1
4980,4980,441,1,1
4981,4981,686,1,1
4982,4982,1483,1,1
4983,4983,1268,1,1
4984,4984,931,1,1
4985,4985,3458,1,1
4986,4986,3390,1,1
4987,4987,45,1,1
4988,4988,3288,1,1
4989,4989,3090,1,1
4990,4990,928,1,1
4991,4991,1245,1,1
4992,4992,576,1,1
4993,4993,3465,1,1
4994,4994,299,1,1
4995,4995,19,1,1
4996,4996,790,1,1
4997,4997,2263,1,1
4998,4998,2714,1,1
4999,4999,778,1,1
5000,5000,877,1,1
5001,5001,1489,1,1
5002,5002,2480,1,1
5003,5003,121,1,1
5004,5004,2993,1,1
5005,5005,420,1,1
5006,5006,2925,1,1
5007,5007,2024,1,1
5008,5008,1805,1,1
5009,5009,2036,1,1
5010,5010,1032,1,1
5011,5011,2304,1,1
